metanode,identifier,entities_local_id,entities_global_id,entities_value,name,abbreviation
Gene,84163,Gene_16860,31708,Gene::84163,GTF2IRD2,G
Gene,84164,Gene_16861,31709,Gene::84164,ASCC2,G
Gene,84166,Gene_16862,31710,Gene::84166,NLRC5,G
Gene,84167,Gene_16863,31711,Gene::84167,C19orf44,G
Gene,84168,Gene_16864,31712,Gene::84168,ANTXR1,G
Gene,8417,Gene_16865,31713,Gene::8417,STX7,G
Gene,84171,Gene_16866,31714,Gene::84171,LOXL4,G
Gene,84172,Gene_16867,31715,Gene::84172,POLR1B,G
Gene,84173,Gene_16868,31716,Gene::84173,ELMOD3,G
Gene,84174,Gene_16869,31717,Gene::84174,SLA2,G
Gene,84179,Gene_16870,31718,Gene::84179,MFSD7,G
Gene,84181,Gene_16871,31719,Gene::84181,CHD6,G
Gene,84182,Gene_16872,31720,Gene::84182,FAM188B,G
Gene,84186,Gene_16873,31721,Gene::84186,ZCCHC7,G
Gene,84187,Gene_16874,31722,Gene::84187,TMEM164,G
Gene,84188,Gene_16875,31723,Gene::84188,FAR1,G
Gene,84189,Gene_16876,31724,Gene::84189,SLITRK6,G
Gene,8419,Gene_16877,31725,Gene::8419,BFSP2,G
Gene,84190,Gene_16878,31726,Gene::84190,METTL25,G
Gene,84191,Gene_16879,31727,Gene::84191,FAM96A,G
Gene,84193,Gene_16880,31728,Gene::84193,SETD3,G
Gene,84196,Gene_16881,31729,Gene::84196,USP48,G
Gene,84197,Gene_16882,31730,Gene::84197,POMK,G
Gene,842,Gene_16883,31731,Gene::842,CASP9,G
Gene,84203,Gene_16884,31732,Gene::84203,TXNDC2,G
Gene,84206,Gene_16885,31733,Gene::84206,MEX3B,G
Gene,84210,Gene_16886,31734,Gene::84210,ANKRD20A1,G
Gene,84215,Gene_16887,31735,Gene::84215,ZNF541,G
Gene,84216,Gene_16888,31736,Gene::84216,TMEM117,G
Gene,84217,Gene_16889,31737,Gene::84217,ZMYND12,G
Gene,84218,Gene_16890,31738,Gene::84218,TBC1D3F,G
Gene,84219,Gene_16891,31739,Gene::84219,WDR24,G
Gene,84220,Gene_16892,31740,Gene::84220,RGPD5,G
Gene,84221,Gene_16893,31741,Gene::84221,SPATC1L,G
Gene,84223,Gene_16894,31742,Gene::84223,IQCG,G
Gene,84224,Gene_16895,31743,Gene::84224,NBPF3,G
Gene,84225,Gene_16896,31744,Gene::84225,ZMYND15,G
Gene,84226,Gene_16897,31745,Gene::84226,C2orf16,G
Gene,84229,Gene_16898,31746,Gene::84229,DRC7,G
Gene,84230,Gene_16899,31747,Gene::84230,LRRC8C,G
Gene,84231,Gene_16900,31748,Gene::84231,TRAF7,G
Gene,84232,Gene_16901,31749,Gene::84232,MAF1,G
Gene,84233,Gene_16902,31750,Gene::84233,TMEM126A,G
Gene,84236,Gene_16903,31751,Gene::84236,RHBDD1,G
Gene,84239,Gene_16904,31752,Gene::84239,ATP13A4,G
Gene,8424,Gene_16905,31753,Gene::8424,BBOX1,G
Gene,84240,Gene_16906,31754,Gene::84240,ZCCHC9,G
Gene,84243,Gene_16907,31755,Gene::84243,ZDHHC18,G
Gene,84245,Gene_16908,31756,Gene::84245,MRI1,G
Gene,84246,Gene_16909,31757,Gene::84246,MED10,G
Gene,84247,Gene_16910,31758,Gene::84247,LDOC1L,G
Gene,84248,Gene_16911,31759,Gene::84248,FYTTD1,G
Gene,84249,Gene_16912,31760,Gene::84249,PSD2,G
Gene,8425,Gene_16913,31761,Gene::8425,LTBP4,G
Gene,84250,Gene_16914,31762,Gene::84250,ANKRD32,G
Gene,84251,Gene_16915,31763,Gene::84251,SGIP1,G
Gene,84253,Gene_16916,31764,Gene::84253,GARNL3,G
Gene,84254,Gene_16917,31765,Gene::84254,CAMKK1,G
Gene,84255,Gene_16918,31766,Gene::84255,SLC37A3,G
Gene,84256,Gene_16919,31767,Gene::84256,FLYWCH1,G
Gene,84258,Gene_16920,31768,Gene::84258,SYT3,G
Gene,84259,Gene_16921,31769,Gene::84259,DCUN1D5,G
Gene,84260,Gene_16922,31770,Gene::84260,TCHP,G
Gene,84261,Gene_16923,31771,Gene::84261,FBXW9,G
Gene,84262,Gene_16924,31772,Gene::84262,PSMG3,G
Gene,84263,Gene_16925,31773,Gene::84263,HSDL2,G
Gene,84264,Gene_16926,31774,Gene::84264,HAGHL,G
Gene,84265,Gene_16927,31775,Gene::84265,POLR3GL,G
Gene,84266,Gene_16928,31776,Gene::84266,ALKBH7,G
Gene,84267,Gene_16929,31777,Gene::84267,C9orf64,G
Gene,84268,Gene_16930,31778,Gene::84268,RPAIN,G
Gene,84269,Gene_16931,31779,Gene::84269,CHCHD5,G
Gene,8427,Gene_16932,31780,Gene::8427,ZNF282,G
Gene,84270,Gene_16933,31781,Gene::84270,C9orf89,G
Gene,84271,Gene_16934,31782,Gene::84271,POLDIP3,G
Gene,84272,Gene_16935,31783,Gene::84272,YIPF4,G
Gene,84273,Gene_16936,31784,Gene::84273,NOA1,G
Gene,84274,Gene_16937,31785,Gene::84274,COQ5,G
Gene,84275,Gene_16938,31786,Gene::84275,SLC25A33,G
Gene,84276,Gene_16939,31787,Gene::84276,NICN1,G
Gene,84277,Gene_16940,31788,Gene::84277,DNAJC30,G
Gene,84279,Gene_16941,31789,Gene::84279,PRADC1,G
Gene,8428,Gene_16942,31790,Gene::8428,STK24,G
Gene,84280,Gene_16943,31791,Gene::84280,BTBD10,G
Gene,84281,Gene_16944,31792,Gene::84281,C2orf88,G
Gene,84282,Gene_16945,31793,Gene::84282,RNF135,G
Gene,84283,Gene_16946,31794,Gene::84283,TMEM79,G
Gene,84284,Gene_16947,31795,Gene::84284,NTPCR,G
Gene,84285,Gene_16948,31796,Gene::84285,EIF1AD,G
Gene,84286,Gene_16949,31797,Gene::84286,TMEM175,G
Gene,84287,Gene_16950,31798,Gene::84287,ZDHHC16,G
Gene,84288,Gene_16951,31799,Gene::84288,EFCAB2,G
Gene,84289,Gene_16952,31800,Gene::84289,ING5,G
Gene,84290,Gene_16953,31801,Gene::84290,CAPNS2,G
Gene,84292,Gene_16954,31802,Gene::84292,WDR83,G
Gene,84293,Gene_16955,31803,Gene::84293,FAM213A,G
Gene,84294,Gene_16956,31804,Gene::84294,UTP23,G
Gene,84295,Gene_16957,31805,Gene::84295,PHF6,G
Gene,84296,Gene_16958,31806,Gene::84296,GINS4,G
Gene,84298,Gene_16959,31807,Gene::84298,LLPH,G
Gene,84299,Gene_16960,31808,Gene::84299,MIEN1,G
Gene,843,Gene_16961,31809,Gene::843,CASP10,G
Gene,84300,Gene_16962,31810,Gene::84300,UQCC2,G
Gene,84301,Gene_16963,31811,Gene::84301,DDI2,G
Gene,84302,Gene_16964,31812,Gene::84302,TMEM246,G
Gene,84303,Gene_16965,31813,Gene::84303,CHCHD6,G
Gene,84304,Gene_16966,31814,Gene::84304,NUDT22,G
Gene,84305,Gene_16967,31815,Gene::84305,WIBG,G
Gene,84306,Gene_16968,31816,Gene::84306,PDCD2L,G
Gene,84307,Gene_16969,31817,Gene::84307,ZNF397,G
Gene,84309,Gene_16970,31818,Gene::84309,NUDT16L1,G
Gene,8431,Gene_16971,31819,Gene::8431,NR0B2,G
Gene,84310,Gene_16972,31820,Gene::84310,C7orf50,G
Gene,84311,Gene_16973,31821,Gene::84311,MRPL45,G
Gene,84312,Gene_16974,31822,Gene::84312,BRMS1L,G
Gene,84313,Gene_16975,31823,Gene::84313,VPS25,G
Gene,84314,Gene_16976,31824,Gene::84314,TMEM107,G
Gene,84315,Gene_16977,31825,Gene::84315,MON1A,G
Gene,84316,Gene_16978,31826,Gene::84316,NAA38,G
Gene,84317,Gene_16979,31827,Gene::84317,CCDC115,G
Gene,84318,Gene_16980,31828,Gene::84318,CCDC77,G
Gene,84319,Gene_16981,31829,Gene::84319,CMSS1,G
Gene,84320,Gene_16982,31830,Gene::84320,ACBD6,G
Gene,84321,Gene_16983,31831,Gene::84321,THOC3,G
Gene,84324,Gene_16984,31832,Gene::84324,SARNP,G
Gene,84326,Gene_16985,31833,Gene::84326,C16orf13,G
Gene,84327,Gene_16986,31834,Gene::84327,ZBED3,G
Gene,84328,Gene_16987,31835,Gene::84328,LZIC,G
Gene,84329,Gene_16988,31836,Gene::84329,HVCN1,G
Gene,8433,Gene_16989,31837,Gene::8433,UTF1,G
Gene,84330,Gene_16990,31838,Gene::84330,ZNF414,G
Gene,84331,Gene_16991,31839,Gene::84331,FAM195A,G
Gene,84332,Gene_16992,31840,Gene::84332,DYDC2,G
Gene,84333,Gene_16993,31841,Gene::84333,PCGF5,G
Gene,84334,Gene_16994,31842,Gene::84334,APOPT1,G
Gene,84335,Gene_16995,31843,Gene::84335,AKT1S1,G
Gene,84336,Gene_16996,31844,Gene::84336,TMEM101,G
Gene,84337,Gene_16997,31845,Gene::84337,ELOF1,G
Gene,8434,Gene_16998,31846,Gene::8434,RECK,G
Gene,84340,Gene_16999,31847,Gene::84340,GFM2,G
Gene,84342,Gene_17000,31848,Gene::84342,COG8,G
Gene,84343,Gene_17001,31849,Gene::84343,HPS3,G
Gene,8435,Gene_17002,31850,Gene::8435,SOAT2,G
Gene,8436,Gene_17003,31851,Gene::8436,SDPR,G
Gene,84364,Gene_17004,31852,Gene::84364,ARFGAP2,G
Gene,84365,Gene_17005,31853,Gene::84365,NIFK,G
Gene,84366,Gene_17006,31854,Gene::84366,PRAC1,G
Gene,8437,Gene_17007,31855,Gene::8437,RASAL1,G
Gene,84376,Gene_17008,31856,Gene::84376,HOOK3,G
Gene,8438,Gene_17009,31857,Gene::8438,RAD54L,G
Gene,8439,Gene_17010,31858,Gene::8439,NSMAF,G
Gene,844,Gene_17011,31859,Gene::844,CASQ1,G
Gene,8440,Gene_17012,31860,Gene::8440,NCK2,G
Gene,84417,Gene_17013,31861,Gene::84417,C2orf40,G
Gene,84418,Gene_17014,31862,Gene::84418,CYSTM1,G
Gene,84419,Gene_17015,31863,Gene::84419,C15orf48,G
Gene,8443,Gene_17016,31864,Gene::8443,GNPAT,G
Gene,84432,Gene_17017,31865,Gene::84432,PROK1,G
Gene,84433,Gene_17018,31866,Gene::84433,CARD11,G
Gene,84435,Gene_17019,31867,Gene::84435,ADGRA1,G
Gene,84436,Gene_17020,31868,Gene::84436,ZNF528,G
Gene,84437,Gene_17021,31869,Gene::84437,MSANTD4,G
Gene,84439,Gene_17022,31870,Gene::84439,HHIPL1,G
Gene,8444,Gene_17023,31871,Gene::8444,DYRK3,G
Gene,84440,Gene_17024,31872,Gene::84440,RAB11FIP4,G
Gene,84441,Gene_17025,31873,Gene::84441,MAML2,G
Gene,84443,Gene_17026,31874,Gene::84443,FRMPD3,G
Gene,84444,Gene_17027,31875,Gene::84444,DOT1L,G
Gene,84445,Gene_17028,31876,Gene::84445,LZTS2,G
Gene,84446,Gene_17029,31877,Gene::84446,BRSK1,G
Gene,84447,Gene_17030,31878,Gene::84447,SYVN1,G
Gene,84448,Gene_17031,31879,Gene::84448,ABLIM2,G
Gene,84449,Gene_17032,31880,Gene::84449,ZNF333,G
Gene,8445,Gene_17033,31881,Gene::8445,DYRK2,G
Gene,84450,Gene_17034,31882,Gene::84450,ZNF512,G
Gene,84451,Gene_17035,31883,Gene::84451,KIAA1804,G
Gene,84455,Gene_17036,31884,Gene::84455,EFCAB7,G
Gene,84456,Gene_17037,31885,Gene::84456,L3MBTL3,G
Gene,84457,Gene_17038,31886,Gene::84457,PHYHIPL,G
Gene,84458,Gene_17039,31887,Gene::84458,LCOR,G
Gene,8446,Gene_17040,31888,Gene::8446,DUSP11,G
Gene,84460,Gene_17041,31889,Gene::84460,ZMAT1,G
Gene,84461,Gene_17042,31890,Gene::84461,NEURL4,G
Gene,84464,Gene_17043,31891,Gene::84464,SLX4,G
Gene,84465,Gene_17044,31892,Gene::84465,MEGF11,G
Gene,84466,Gene_17045,31893,Gene::84466,MEGF10,G
Gene,84467,Gene_17046,31894,Gene::84467,FBN3,G
Gene,8447,Gene_17047,31895,Gene::8447,DOC2B,G
Gene,8448,Gene_17048,31896,Gene::8448,DOC2A,G
Gene,8449,Gene_17049,31897,Gene::8449,DHX16,G
Gene,84498,Gene_17050,31898,Gene::84498,FAM120B,G
Gene,845,Gene_17051,31899,Gene::845,CASQ2,G
Gene,8450,Gene_17052,31900,Gene::8450,CUL4B,G
Gene,84501,Gene_17053,31901,Gene::84501,SPIRE2,G
Gene,84502,Gene_17054,31902,Gene::84502,JPH4,G
Gene,84503,Gene_17055,31903,Gene::84503,ZNF527,G
Gene,84504,Gene_17056,31904,Gene::84504,NKX6-2,G
Gene,8451,Gene_17057,31905,Gene::8451,CUL4A,G
Gene,84513,Gene_17058,31906,Gene::84513,PPAPDC1B,G
Gene,84514,Gene_17059,31907,Gene::84514,GHDC,G
Gene,84515,Gene_17060,31908,Gene::84515,MCM8,G
Gene,84516,Gene_17061,31909,Gene::84516,DCTN5,G
Gene,84517,Gene_17062,31910,Gene::84517,ACTRT3,G
Gene,84518,Gene_17063,31911,Gene::84518,CNFN,G
Gene,84519,Gene_17064,31912,Gene::84519,ACRBP,G
Gene,8452,Gene_17065,31913,Gene::8452,CUL3,G
Gene,84520,Gene_17066,31914,Gene::84520,C14orf142,G
Gene,84522,Gene_17067,31915,Gene::84522,JAGN1,G
Gene,84524,Gene_17068,31916,Gene::84524,ZC3H8,G
Gene,84525,Gene_17069,31917,Gene::84525,HOPX,G
Gene,84527,Gene_17070,31918,Gene::84527,ZNF559,G
Gene,84528,Gene_17071,31919,Gene::84528,RHOXF2,G
Gene,84529,Gene_17072,31920,Gene::84529,C15orf41,G
Gene,8453,Gene_17073,31921,Gene::8453,CUL2,G
Gene,84530,Gene_17074,31922,Gene::84530,SRRM4,G
Gene,84532,Gene_17075,31923,Gene::84532,ACSS1,G
Gene,84539,Gene_17076,31924,Gene::84539,MCHR2,G
Gene,8454,Gene_17077,31925,Gene::8454,CUL1,G
Gene,84541,Gene_17078,31926,Gene::84541,KBTBD8,G
Gene,84542,Gene_17079,31927,Gene::84542,KIAA1841,G
Gene,84545,Gene_17080,31928,Gene::84545,MRPL43,G
Gene,84547,Gene_17081,31929,Gene::84547,PGBD1,G
Gene,84548,Gene_17082,31930,Gene::84548,TMEM185A,G
Gene,84549,Gene_17083,31931,Gene::84549,MAK16,G
Gene,8455,Gene_17084,31932,Gene::8455,ATRN,G
Gene,84552,Gene_17085,31933,Gene::84552,PARD6G,G
Gene,84553,Gene_17086,31934,Gene::84553,FAXC,G
Gene,84557,Gene_17087,31935,Gene::84557,MAP1LC3A,G
Gene,8456,Gene_17088,31936,Gene::8456,FOXN1,G
Gene,84560,Gene_17089,31937,Gene::84560,MT4,G
Gene,84561,Gene_17090,31938,Gene::84561,SLC12A8,G
Gene,84569,Gene_17091,31939,Gene::84569,LYZL1,G
Gene,84570,Gene_17092,31940,Gene::84570,COL25A1,G
Gene,84572,Gene_17093,31941,Gene::84572,GNPTG,G
Gene,8458,Gene_17094,31942,Gene::8458,TTF2,G
Gene,8459,Gene_17095,31943,Gene::8459,TPST2,G
Gene,846,Gene_17096,31944,Gene::846,CASR,G
Gene,8460,Gene_17097,31945,Gene::8460,TPST1,G
Gene,84612,Gene_17098,31946,Gene::84612,PARD6B,G
Gene,84614,Gene_17099,31947,Gene::84614,ZBTB37,G
Gene,84616,Gene_17100,31948,Gene::84616,KRTAP4-4,G
Gene,84617,Gene_17101,31949,Gene::84617,TUBB6,G
Gene,84618,Gene_17102,31950,Gene::84618,NT5C1A,G
Gene,84619,Gene_17103,31951,Gene::84619,ZGPAT,G
Gene,8462,Gene_17104,31952,Gene::8462,KLF11,G
Gene,84620,Gene_17105,31953,Gene::84620,ST6GAL2,G
Gene,84622,Gene_17106,31954,Gene::84622,ZNF594,G
Gene,84623,Gene_17107,31955,Gene::84623,KIRREL3,G
Gene,84624,Gene_17108,31956,Gene::84624,FNDC1,G
Gene,84626,Gene_17109,31957,Gene::84626,KRBA1,G
Gene,84627,Gene_17110,31958,Gene::84627,ZNF469,G
Gene,84628,Gene_17111,31959,Gene::84628,NTNG2,G
Gene,84629,Gene_17112,31960,Gene::84629,TNRC18,G
Gene,8463,Gene_17113,31961,Gene::8463,TEAD2,G
Gene,84630,Gene_17114,31962,Gene::84630,TTBK1,G
Gene,84631,Gene_17115,31963,Gene::84631,SLITRK2,G
Gene,84632,Gene_17116,31964,Gene::84632,AFAP1L2,G
Gene,84634,Gene_17117,31965,Gene::84634,KISS1R,G
Gene,84636,Gene_17118,31966,Gene::84636,GPR174,G
Gene,84639,Gene_17119,31967,Gene::84639,IL1F10,G
Gene,8464,Gene_17120,31968,Gene::8464,SUPT3H,G
Gene,84640,Gene_17121,31969,Gene::84640,USP38,G
Gene,84641,Gene_17122,31970,Gene::84641,HIATL1,G
Gene,84643,Gene_17123,31971,Gene::84643,KIF2B,G
Gene,84645,Gene_17124,31972,Gene::84645,C22orf23,G
Gene,84647,Gene_17125,31973,Gene::84647,PLA2G12B,G
Gene,84648,Gene_17126,31974,Gene::84648,LCE3D,G
Gene,84649,Gene_17127,31975,Gene::84649,DGAT2,G
Gene,84650,Gene_17128,31976,Gene::84650,EBPL,G
Gene,84651,Gene_17129,31977,Gene::84651,SPINK7,G
Gene,84654,Gene_17130,31978,Gene::84654,SPZ1,G
Gene,84656,Gene_17131,31979,Gene::84656,GLYR1,G
Gene,84658,Gene_17132,31980,Gene::84658,ADGRE3,G
Gene,84659,Gene_17133,31981,Gene::84659,RNASE7,G
Gene,84660,Gene_17134,31982,Gene::84660,CCDC62,G
Gene,84661,Gene_17135,31983,Gene::84661,DPY30,G
Gene,84662,Gene_17136,31984,Gene::84662,GLIS2,G
Gene,84665,Gene_17137,31985,Gene::84665,MYPN,G
Gene,84666,Gene_17138,31986,Gene::84666,RETNLB,G
Gene,84667,Gene_17139,31987,Gene::84667,HES7,G
Gene,84668,Gene_17140,31988,Gene::84668,FAM126A,G
Gene,84669,Gene_17141,31989,Gene::84669,USP32,G
Gene,8467,Gene_17142,31990,Gene::8467,SMARCA5,G
Gene,84671,Gene_17143,31991,Gene::84671,ZNF347,G
Gene,84674,Gene_17144,31992,Gene::84674,CARD6,G
Gene,84675,Gene_17145,31993,Gene::84675,TRIM55,G
Gene,84676,Gene_17146,31994,Gene::84676,TRIM63,G
Gene,84678,Gene_17147,31995,Gene::84678,KDM2B,G
Gene,84679,Gene_17148,31996,Gene::84679,SLC9A7,G
Gene,8468,Gene_17149,31997,Gene::8468,FKBP6,G
Gene,84680,Gene_17150,31998,Gene::84680,ACCS,G
Gene,84681,Gene_17151,31999,Gene::84681,HINT2,G
Gene,84684,Gene_17152,32000,Gene::84684,INSM2,G
Gene,84687,Gene_17153,32001,Gene::84687,PPP1R9B,G
Gene,84688,Gene_17154,32002,Gene::84688,C9orf24,G
Gene,84689,Gene_17155,32003,Gene::84689,MS4A14,G
Gene,84690,Gene_17156,32004,Gene::84690,SPATA22,G
Gene,84691,Gene_17157,32005,Gene::84691,FAM71F1,G
Gene,84692,Gene_17158,32006,Gene::84692,CCDC54,G
Gene,84693,Gene_17159,32007,Gene::84693,MCEE,G
Gene,84694,Gene_17160,32008,Gene::84694,GJA10,G
Gene,84695,Gene_17161,32009,Gene::84695,LOXL3,G
Gene,84696,Gene_17162,32010,Gene::84696,ABHD1,G
Gene,84698,Gene_17163,32011,Gene::84698,CAPS2,G
Gene,84699,Gene_17164,32012,Gene::84699,CREB3L3,G
Gene,847,Gene_17165,32013,Gene::847,CAT,G
Gene,8470,Gene_17166,32014,Gene::8470,SORBS2,G
Gene,84700,Gene_17167,32015,Gene::84700,MYO18B,G
Gene,84701,Gene_17168,32016,Gene::84701,COX4I2,G
Gene,84705,Gene_17169,32017,Gene::84705,GTPBP3,G
Gene,84706,Gene_17170,32018,Gene::84706,GPT2,G
Gene,84707,Gene_17171,32019,Gene::84707,BEX2,G
Gene,84708,Gene_17172,32020,Gene::84708,LNX1,G
Gene,84709,Gene_17173,32021,Gene::84709,MGARP,G
Gene,8471,Gene_17174,32022,Gene::8471,IRS4,G
Gene,84717,Gene_17175,32023,Gene::84717,HDGFRP2,G
Gene,84720,Gene_17176,32024,Gene::84720,PIGO,G
Gene,84722,Gene_17177,32025,Gene::84722,PSRC1,G
Gene,84725,Gene_17178,32026,Gene::84725,PLEKHA8,G
Gene,84726,Gene_17179,32027,Gene::84726,PRRC2B,G
Gene,84727,Gene_17180,32028,Gene::84727,SPSB2,G
Gene,8473,Gene_17181,32029,Gene::8473,OGT,G
Gene,84733,Gene_17182,32030,Gene::84733,CBX2,G
Gene,84734,Gene_17183,32031,Gene::84734,FAM167B,G
Gene,84735,Gene_17184,32032,Gene::84735,CNDP1,G
Gene,84747,Gene_17185,32033,Gene::84747,UNC119B,G
Gene,84749,Gene_17186,32034,Gene::84749,USP30,G
Gene,84750,Gene_17187,32035,Gene::84750,FUT10,G
Gene,84752,Gene_17188,32036,Gene::84752,B3GNT9,G
Gene,84759,Gene_17189,32037,Gene::84759,PCGF1,G
Gene,8476,Gene_17190,32038,Gene::8476,CDC42BPA,G
Gene,84765,Gene_17191,32039,Gene::84765,ZNF577,G
Gene,84766,Gene_17192,32040,Gene::84766,CRACR2A,G
Gene,84767,Gene_17193,32041,Gene::84767,TRIM51,G
Gene,84769,Gene_17194,32042,Gene::84769,MPV17L2,G
Gene,8477,Gene_17195,32043,Gene::8477,GPR65,G
Gene,84775,Gene_17196,32044,Gene::84775,ZNF607,G
Gene,84779,Gene_17197,32045,Gene::84779,NAA11,G
Gene,84787,Gene_17198,32046,Gene::84787,SUV420H2,G
Gene,8479,Gene_17199,32047,Gene::8479,HIRIP3,G
Gene,84790,Gene_17200,32048,Gene::84790,TUBA1C,G
Gene,84792,Gene_17201,32049,Gene::84792,FAM220A,G
Gene,84795,Gene_17202,32050,Gene::84795,PYROXD2,G
Gene,84798,Gene_17203,32051,Gene::84798,C19orf48,G
Gene,8480,Gene_17204,32052,Gene::8480,RAE1,G
Gene,84803,Gene_17205,32053,Gene::84803,AGPAT9,G
Gene,84804,Gene_17206,32054,Gene::84804,MFSD9,G
Gene,84807,Gene_17207,32055,Gene::84807,NFKBID,G
Gene,84808,Gene_17208,32056,Gene::84808,PERM1,G
Gene,8481,Gene_17209,32057,Gene::8481,OFD1,G
Gene,84811,Gene_17210,32058,Gene::84811,BUD13,G
Gene,84812,Gene_17211,32059,Gene::84812,PLCD4,G
Gene,84814,Gene_17212,32060,Gene::84814,PPAPDC3,G
Gene,84816,Gene_17213,32061,Gene::84816,RTN4IP1,G
Gene,84817,Gene_17214,32062,Gene::84817,TXNDC17,G
Gene,84818,Gene_17215,32063,Gene::84818,IL17RC,G
Gene,8482,Gene_17216,32064,Gene::8482,SEMA7A,G
Gene,84823,Gene_17217,32065,Gene::84823,LMNB2,G
Gene,84824,Gene_17218,32066,Gene::84824,FCRLA,G
Gene,84826,Gene_17219,32067,Gene::84826,SFT2D3,G
Gene,8483,Gene_17220,32068,Gene::8483,CILP,G
Gene,84830,Gene_17221,32069,Gene::84830,ADTRP,G
Gene,84833,Gene_17222,32070,Gene::84833,USMG5,G
Gene,84836,Gene_17223,32071,Gene::84836,ABHD14B,G
Gene,84838,Gene_17224,32072,Gene::84838,ZNF496,G
Gene,84839,Gene_17225,32073,Gene::84839,RAX2,G
Gene,8484,Gene_17226,32074,Gene::8484,GALR3,G
Gene,84842,Gene_17227,32075,Gene::84842,HPDL,G
Gene,84844,Gene_17228,32076,Gene::84844,PHF5A,G
Gene,84851,Gene_17229,32077,Gene::84851,TRIM52,G
Gene,84858,Gene_17230,32078,Gene::84858,ZNF503,G
Gene,84859,Gene_17231,32079,Gene::84859,LRCH3,G
Gene,84861,Gene_17232,32080,Gene::84861,KLHL22,G
Gene,84864,Gene_17233,32081,Gene::84864,MINA,G
Gene,84865,Gene_17234,32082,Gene::84865,CCDC142,G
Gene,84866,Gene_17235,32083,Gene::84866,TMEM25,G
Gene,84867,Gene_17236,32084,Gene::84867,PTPN5,G
Gene,84868,Gene_17237,32085,Gene::84868,HAVCR2,G
Gene,84869,Gene_17238,32086,Gene::84869,CBR4,G
Gene,8487,Gene_17239,32087,Gene::8487,GEMIN2,G
Gene,84870,Gene_17240,32088,Gene::84870,RSPO3,G
Gene,84871,Gene_17241,32089,Gene::84871,AGBL4,G
Gene,84872,Gene_17242,32090,Gene::84872,ZC3H10,G
Gene,84873,Gene_17243,32091,Gene::84873,ADGRG7,G
Gene,84874,Gene_17244,32092,Gene::84874,ZNF514,G
Gene,84875,Gene_17245,32093,Gene::84875,PARP10,G
Gene,84876,Gene_17246,32094,Gene::84876,ORAI1,G
Gene,84878,Gene_17247,32095,Gene::84878,ZBTB45,G
Gene,84879,Gene_17248,32096,Gene::84879,MFSD2A,G
Gene,84881,Gene_17249,32097,Gene::84881,RPUSD4,G
Gene,84883,Gene_17250,32098,Gene::84883,AIFM2,G
Gene,84885,Gene_17251,32099,Gene::84885,ZDHHC12,G
Gene,84886,Gene_17252,32100,Gene::84886,C1orf198,G
Gene,84888,Gene_17253,32101,Gene::84888,SPPL2A,G
Gene,84889,Gene_17254,32102,Gene::84889,SLC7A3,G
Gene,84890,Gene_17255,32103,Gene::84890,ADO,G
Gene,84891,Gene_17256,32104,Gene::84891,ZSCAN10,G
Gene,84892,Gene_17257,32105,Gene::84892,POMGNT2,G
Gene,84893,Gene_17258,32106,Gene::84893,FBXO18,G
Gene,84894,Gene_17259,32107,Gene::84894,LINGO1,G
Gene,84895,Gene_17260,32108,Gene::84895,FAM73B,G
Gene,84896,Gene_17261,32109,Gene::84896,ATAD1,G
Gene,84897,Gene_17262,32110,Gene::84897,TBRG1,G
Gene,84898,Gene_17263,32111,Gene::84898,PLXDC2,G
Gene,84899,Gene_17264,32112,Gene::84899,TMTC4,G
Gene,8490,Gene_17265,32113,Gene::8490,RGS5,G
Gene,84900,Gene_17266,32114,Gene::84900,RNFT2,G
Gene,84901,Gene_17267,32115,Gene::84901,NFATC2IP,G
Gene,84902,Gene_17268,32116,Gene::84902,CEP89,G
Gene,84904,Gene_17269,32117,Gene::84904,ARHGEF39,G
Gene,84905,Gene_17270,32118,Gene::84905,ZNF341,G
Gene,84908,Gene_17271,32119,Gene::84908,FAM136A,G
Gene,84909,Gene_17272,32120,Gene::84909,C9orf3,G
Gene,8491,Gene_17273,32121,Gene::8491,MAP4K3,G
Gene,84910,Gene_17274,32122,Gene::84910,TMEM87B,G
Gene,84911,Gene_17275,32123,Gene::84911,ZNF382,G
Gene,84912,Gene_17276,32124,Gene::84912,SLC35B4,G
Gene,84913,Gene_17277,32125,Gene::84913,ATOH8,G
Gene,84914,Gene_17278,32126,Gene::84914,ZNF587,G
Gene,84915,Gene_17279,32127,Gene::84915,FAM222A,G
Gene,84916,Gene_17280,32128,Gene::84916,CIRH1A,G
Gene,84918,Gene_17281,32129,Gene::84918,LRP11,G
Gene,84919,Gene_17282,32130,Gene::84919,PPP1R15B,G
Gene,8492,Gene_17283,32131,Gene::8492,PRSS12,G
Gene,84920,Gene_17284,32132,Gene::84920,ALG10,G
Gene,84922,Gene_17285,32133,Gene::84922,FIZ1,G
Gene,84923,Gene_17286,32134,Gene::84923,FAM104A,G
Gene,84924,Gene_17287,32135,Gene::84924,ZNF566,G
Gene,84925,Gene_17288,32136,Gene::84925,DIRC2,G
Gene,84926,Gene_17289,32137,Gene::84926,SPRYD3,G
Gene,84928,Gene_17290,32138,Gene::84928,TMEM209,G
Gene,84929,Gene_17291,32139,Gene::84929,FIBCD1,G
Gene,8493,Gene_17292,32140,Gene::8493,PPM1D,G
Gene,84930,Gene_17293,32141,Gene::84930,MASTL,G
Gene,84932,Gene_17294,32142,Gene::84932,RAB2B,G
Gene,84933,Gene_17295,32143,Gene::84933,C8orf76,G
