	input	true_label	pred_label	pred_score
74	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Telmisartan	0	0	0.0010956126
75	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CdG|ZC3H11A|rev_CuG|Homoharringtonine	0	0	0.00054822734
76	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|NPRL2|rev_CuG|Clopidogrel	0	0	0.00011695012
77	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sulfasalazine	0	0	2.9389994e-05
78	Topotecan|CbG|CYP3A4|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Apixaban	0	0	1.7709459e-05
79	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nelfinavir	0	0	1.451063e-05
80	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Zafirlukast	0	0	1.4091136e-05
81	Topotecan|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP24A1|rev_CbG|Calcipotriol	0	0	1.4031596e-05
82	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sumatriptan	0	0	1.1363879e-05
83	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Saquinavir	0	0	9.225045e-06
84	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Methotrexate	0	0	7.75684e-06
85	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Verapamil	0	0	5.806935e-06
86	Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase activity|rev_GpMF|TOP3A|GpPW|Fanconi anemia pathway	0	0	4.488815e-06
87	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|HSD17B8|rev_CuG|Vemurafenib	0	0	4.1284907e-06
88	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase activity	0	0	3.665768e-06
89	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|KRT5|rev_CuG|Teniposide	0	0	3.4400935e-06
90	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cabazitaxel	0	0	2.5640707e-06
91	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Conjugated Estrogens	0	0	1.9835923e-06
92	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Glyburide	0	0	1.9055749e-06
93	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CdG|ZC3H11A|rev_CuG|Treprostinil	0	0	1.8819559e-06
94	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Biperiden	0	0	1.8025938e-06
95	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rabeprazole	0	0	1.6732625e-06
96	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|SLC2A1|rev_CbG|Etomidate	0	0	1.6621184e-06
97	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|ZC3H12A|rev_CuG|Menadione	0	0	1.583828e-06
98	Topotecan|CuG|NOS3|GpMF|tetrahydrobiopterin binding|rev_GpMF|NOS2|rev_CbG|L-Arginine	0	0	1.5260154e-06
99	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Leflunomide	0	0	1.5040898e-06
100	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Prazosin	0	0	1.3345901e-06
101	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dronabinol	0	0	1.2067819e-06
102	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase type II (ATP-hydrolyzing) activity	0	0	1.1515622e-06
103	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase II activity	0	0	9.928832e-07
104	Topotecan|CuG|NOS3|GpMF|tetrahydrobiopterin binding|rev_GpMF|TH|rev_CbG|Tetrahydrobiopterin	0	0	8.3718066e-07
105	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase type I activity	0	0	8.1880813e-07
106	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Zidovudine	0	0	7.2887246e-07
107	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Riluzole	0	0	6.8793787e-07
108	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity	0	0	6.5041473e-07
109	Topotecan|CbG|CYP3A4|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Acitretin	0	0	6.143391e-07
110	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Estrone	0	0	5.1717103e-07
111	Topotecan|CbG|TOP1|GpMF|DNA topoisomerase II activity|rev_GpMF|TOP2A|rev_CbG|Enoxacin	0	0	5.099223e-07
112	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dabrafenib	0	0	4.7155964e-07
113	Topotecan|CuG|MAFB|rev_CuG|Gliquidone|CbG|ABCC8|GpMF|sulfonylurea receptor activity	0	0	4.516024e-07
114	Topotecan|CuG|NOS3|GpMF|tetrahydrobiopterin binding|rev_GpMF|TH|rev_CbG|L-Tyrosine	0	0	4.083723e-07
115	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|DHRS12|rev_CuG|Raloxifene	0	0	3.9768656e-07
116	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Silodosin	0	0	3.8578972e-07
117	Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase II activity|rev_GpMF|TOP2A|rev_CbG|Sparfloxacin	0	0	3.7468914e-07
118	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|PROSC|rev_CbG|L-Proline	0	0	3.641249e-07
119	Topotecan|CuG|GPM6B|rev_CuG|Topotecan|CuG|DNAAF5|rev_CuG|Dactinomycin	0	0	3.4732557e-07
120	Topotecan|CbG|TOP1MT|GpMF|DNA topoisomerase type II (ATP-hydrolyzing) activity|rev_GpMF|TOP1|rev_CbG|Sodium stibogluconate	0	0	3.1661406e-07
121	Topotecan|CbG|CYP3A4|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Astemizole	0	0	3.15674e-07
122	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Hesperetin	0	0	3.0010656e-07
123	Topotecan|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Ketazolam	0	0	2.8944655e-07
0	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP1A1|rev_CbG|Tretinoin	0	1	0.99999976
1	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Chlorhexidine	0	1	0.99999964
2	Tramadol|CbG|OPRM1|GpMF|opioid receptor activity|rev_GpMF|OPRL1|rev_CbG|Buprenorphine	0	1	0.99999964
3	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRA1|rev_CbG|Sevoflurane	0	1	0.99999964
4	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Melphalan	0	1	0.9999995
5	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Lisdexamfetamine	0	1	0.9999995
6	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP1A1|rev_CbG|Arsenic trioxide	0	1	0.9999994
7	Tramadol|CbG|OPRM1|GpMF|opioid receptor activity|rev_GpMF|OPRL1|rev_CbG|Morphine	0	1	0.9999994
8	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Lamivudine	0	1	0.9999994
9	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM5|rev_CbG|Solifenacin	0	1	0.9999994
10	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Propofol	0	1	0.9999994
11	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Lidocaine	1	1	0.9999993
12	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP4A11|rev_CbG|Rifampicin	0	1	0.9999993
13	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH3|rev_CbG|Donepezil	0	1	0.99999905
14	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Reserpine	0	1	0.99999905
15	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Amoxapine	0	1	0.99999905
16	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Cimetidine	0	1	0.9999989
17	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC6A4|rev_CbG|Escitalopram	0	1	0.9999989
18	Tramadol|CbG|CYP2D6|GpMF|steroid hydroxylase activity|rev_GpMF|CYP27A1|rev_CbG|Ergocalciferol	0	1	0.9999989
19	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH3|rev_CbG|Mirtazapine	0	1	0.9999988
20	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC29A4|rev_CbG|Metformin	0	1	0.9999987
21	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Desipramine	0	1	0.9999987
22	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP1A1|rev_CbG|Nitroprusside	0	1	0.99999857
23	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Estradiol	0	1	0.99999845
24	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A1|rev_CbG|Thiamine	0	1	0.99999845
25	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP24A1|rev_CbG|Calcitriol	0	1	0.999998
26	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Vincristine	0	1	0.99999785
27	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Omeprazole	0	1	0.9999963
28	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM5|rev_CbG|Promethazine	1	1	0.99999607
29	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Norepinephrine	0	1	0.99999607
30	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Glycopyrrolate	0	1	0.99999595
31	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRB|rev_CbG|Desflurane	0	1	0.999995
32	Tramadol|CbG|GRIN3A|GpMF|ionotropic glutamate receptor activity|rev_GpMF|GRIK3|rev_CbG|Topiramate	0	1	0.9999931
33	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP1A1|rev_CbG|Ketoconazole	0	1	0.9999875
34	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2J2|rev_CbG|Rivaroxaban	0	1	0.99998355
35	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Dapsone	0	1	0.99997437
36	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Diclofenac	0	1	0.9999684
37	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Testosterone	0	1	0.99996364
38	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Aripiprazole	0	1	0.99996054
39	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP4A11|rev_CbG|Cisplatin	0	1	0.99992514
40	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Olanzapine	0	1	0.9998747
41	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Warfarin	0	1	0.99976474
42	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM2|rev_CbG|Atropine	0	1	0.99932396
43	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Deserpidine	0	1	0.9989743
44	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GSS|rev_CbG|Glutathione	0	1	0.9982297
45	Tramadol|CuG|CASP10|rev_CuG|Betazole|CbG|HRH2|GpMF|histamine receptor activity	0	1	0.9976394
46	Tramadol|CcSE|Food aversion	0	1	0.99760336
47	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Paroxetine	0	1	0.99745446
48	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Clonidine	0	1	0.99726886
49	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP4F2|rev_CbG|Fingolimod	0	1	0.9969332
50	Tramadol|CcSE|Rectal prolapse	0	1	0.99601114
51	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Methadone	0	1	0.9906573
52	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Diazepam	0	1	0.9872328
53	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Diphenhydramine	0	1	0.97757757
54	Tramadol|CbG|CYP3A4|GpMF|vitamin D 25-hydroxylase activity|rev_GpMF|CYP2R1|rev_CbG|Cholecalciferol	0	1	0.96883583
55	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Aclidinium	0	1	0.9645251
56	Tramadol|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP24A1|rev_CbG|Calcipotriol	0	1	0.9424662
57	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Progesterone	0	1	0.93932
58	Tramadol|CcSE|Arthralgia of temporomandibular joint	0	1	0.92631054
59	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Irinotecan	0	1	0.89445615
60	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Ephedrine	0	1	0.81101584
61	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Methamphetamine	0	1	0.79953825
62	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Dextroamphetamine	0	1	0.78322226
63	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM5|rev_CbG|Tiotropium	0	1	0.7687355
64	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GRIN2B|rev_CbG|Ifenprodil	0	1	0.7665676
65	Tramadol|CcSE|Blood potassium abnormal	0	1	0.7451701
66	Tramadol|CcSE|Mean platelet volume decreased	0	1	0.7447897
67	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Oxaliplatin	0	1	0.593243
68	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Cinnarizine	0	1	0.53773093
69	Tramadol|CcSE|Aspartate aminotransferase decreased	0	0	0.40441754
70	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRA3|rev_CbG|Glycine	0	0	0.2971295
71	Tramadol|CcSE|Exacerbation of hot flushes	0	0	0.23021697
72	Tramadol|CcSE|Effusion of knee	0	0	0.17956576
73	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|SRR|rev_CbG|L-Serine	0	0	0.17688708
74	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Cyclophosphamide	0	0	0.16682225
75	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Chlorpromazine	0	0	0.15727992
76	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Fesoterodine	0	0	0.13583481
77	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Valproic Acid	0	0	0.09580704
78	Tramadol|CcSE|Eczema exacerbated	0	0	0.08880341
79	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC6A4|rev_CbG|Mazindol	0	0	0.07104054
80	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Phenytoin	0	0	0.06939179
81	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Lansoprazole	0	0	0.053123422
82	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRA1|rev_CbG|Isoflurane	0	0	0.029256817
83	Tramadol|CbG|GRIN3A|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|P2RX4|rev_CbG|Suramin	0	0	0.026418699
84	Tramadol|CcSE|Back disorder	0	0	0.023075104
85	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM1|rev_CbG|Flupentixol	0	0	0.006574899
86	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM5|rev_CbG|Oxybutynin	0	0	0.004142784
87	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Verapamil	0	0	0.0034794903
88	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM5|rev_CbG|Ipratropium bromide	0	0	0.0010476904
89	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Colchicine	0	0	0.00095511926
90	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Prazosin	0	0	0.0008614923
91	Tramadol|CbG|GRIN3A|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|GLRA1|rev_CbG|Ethanol	0	0	0.00030829603
92	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC6A3|rev_CbG|Cocaine	0	0	0.0003029113
93	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Nortriptyline	0	0	0.0002383189
94	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Benzphetamine	0	0	0.00022332415
95	Tramadol|CbG|GRIN3A|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|CHRNA9|rev_CbG|Nicotine	0	0	0.00014873064
96	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH3|rev_CbG|Azelastine	0	0	8.336055e-05
97	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Amphetamine	0	0	6.7969144e-05
98	Tramadol|CbG|GRIN3A|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|CHRNA9|rev_CbG|Galantamine	0	0	6.1311555e-05
99	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRA1|rev_CbG|Enflurane	0	0	1.1748981e-05
100	Tramadol|CcSE|Red cell distribution width increased	0	0	8.559036e-06
101	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A2|rev_CbG|Zidovudine	0	0	7.137767e-06
102	Tramadol|CcSE|Tendon injury	0	0	5.4334614e-06
103	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Clozapine	0	0	4.2948013e-06
104	Tramadol|CcSE|Foot infection fungal NOS	0	0	4.0838227e-06
105	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Chlorprothixene	0	0	3.5505286e-06
106	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM2|rev_CbG|Biperiden	0	0	3.4968705e-06
107	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Propylhexedrine	0	0	3.4827458e-06
108	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Loxapine	0	0	3.0107055e-06
109	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2A13|rev_CbG|Methoxsalen	0	0	2.831389e-06
110	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM2|rev_CbG|Cyamemazine	0	0	2.4425365e-06
111	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM3|rev_CbG|Pipecuronium	0	0	2.0482823e-06
112	Tramadol|CcSE|Genitourinary tract infection	0	0	1.7192978e-06
113	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Choline	0	0	1.625921e-06
114	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Hyoscyamine	0	0	1.4388967e-06
115	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH4|rev_CbG|Doxepin	0	0	1.1883842e-06
116	Tramadol|CbG|GRIN3A|GpMF|substrate-specific channel activity|rev_GpMF|KCNQ5|rev_CbG|Guanidine	0	0	1.1542097e-06
117	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH3|rev_CbG|Betahistine	0	0	1.1041975e-06
118	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Phenoxybenzamine	0	0	8.583679e-07
119	Tramadol|CbG|GRIN3A|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|CHRNE|rev_CbG|Succinylcholine	0	0	8.348351e-07
120	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Ziprasidone	0	0	8.190674e-07
121	Tramadol|CbG|CYP2D6|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Apixaban	0	0	8.143016e-07
122	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM1|rev_CbG|Buclizine	0	0	8.112121e-07
123	Tramadol|CbG|SLC6A4|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Tetrabenazine	0	0	7.683325e-07
124	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Maprotiline	0	0	6.75869e-07
125	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM4|rev_CbG|Homatropine Methylbromide	0	0	6.644312e-07
126	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Clobazam	0	0	5.555821e-07
127	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM3|rev_CbG|Diphenidol	0	0	4.772475e-07
128	Tramadol|CbG|CYP3A4|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Astemizole	0	0	4.6729104e-07
129	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|HRH3|rev_CbG|Decamethonium	0	0	4.5792038e-07
130	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A2|rev_CbG|Phenformin	0	0	4.4893108e-07
131	Tramadol|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2J2|rev_CbG|Levomilnacipran	0	0	4.404105e-07
132	Tramadol|CbG|SLC6A2|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC6A3|rev_CbG|Ioflupane I 123	0	0	4.0735355e-07
133	Tramadol|CbG|CYP3A4|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Acitretin	0	0	3.3383338e-07
134	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM1|rev_CbG|Cycrimine	0	0	2.7576283e-07
135	Tramadol|CbG|CHRM3|GpMF|G-protein coupled acetylcholine receptor activity|rev_GpMF|CHRM1|rev_CbG|Methantheline	0	0	2.7369953e-07
136	Tramadol|CbG|GRIN3A|GpMF|glycine binding|rev_GpMF|GLRA1|rev_CbG|Methoxyflurane	0	0	2.5979392e-07
